id,text,metadata
100,"| **ALTEL** | Добро пожаловать в %country\_ru\_1%! Здесь временно не работают обычные звонки — звонить можно только в мессенджерах. Проверьте, подключена ли у вас услуга «Интернет в роуминге» за 990 тг/день: *https://click.altel.kz/GGx2/roam* Без этой услуги стоимость 1 МБ 99 тг.  Для оказания консульской помощи гражданам Республики Казахстан: *https://share.kz/gmpC* | %country\_kz%  қош келдіңіз!  Мұнда қоңыраулар уақытша жұмыс істемейді — тек мессенджермен ғана қоңырау шалуға болады. Өзіңізде күніне 990 теңгелік «Шетелдегі роуминг» қызметі қосылғанын тексеріңіз: *https://click.altel.kz/GGx2/roam* Бұл қызмет қосылмаса, 1 МБ құны 99 тг болады.  Қазақстан Республикасы азаматтарына консулдық қызмет көрсету: *https://share.kz/gmpC* | Welcome to %country\_en%! Regular calls are temporarily unavailable here — you can only make calls in messengers. Check if you have the «Internet Abroad» service for 990 tenge/day: *https://click.altel.kz/GGx2/roam* Without this service, the cost of 1 MB is 99 tenge.  For consular assistance to citizens of the Republic of Kazakhstan *https://share.kz/gmpC* |",6777_Роуминг для prepaid абонентов
101,"Важная информация:Нельзя подключать услуги на незарегистрированные и неактивированные номера клиентов, находящиеся в роуминге!",6777_Роуминг для prepaid абонентов
102,"**Важно!** Нельзя подключать услуги на незарегистрированные и неактивированные номера клиентов, находящиеся в роуминге! Активация и регистрация номера, проводится только на территории РК.",6777_Роуминг для prepaid абонентов
103,"#2 | Если клиент с незарегистрированной и неактивированной SIM картой выедет за пределы страны, он не сможет ее зарегистрировать/активировать самостоятельно, по следующим причинам:  - в роуминге **не работает** отправка SMS на короткие номера, к примеру отправка SMS на 6914 или 535.  - без подключенной услуги Роуминг - клиент не сможет позвонить или зарегистрироваться в сети роуминг-партнера.",6777_Роуминг для prepaid абонентов
104,"«Важная информация»: рекомендации, информация о технических проблемах** |  |  | | --- | --- | | **Важная информация!**",6777_Роуминг для prepaid абонентов
105,"Блок «Важная информация»: рекомендации, информация о технических проблемах** |  |  | | --- | --- | | **Важная информация!** | | | #1 | С **25.05.2018** для улучшения качества услуги передачи данных в роуминге, клиентам ALTEL следует использовать в настройках мобильного устройства точку доступа **(APN) internet.altel.kz** | | #2 | Стоимость вызовов может изменяться. Актуальная информация на сайте [**Tele2**](https://www.tele2.kz/private/services/rouming/roaming) или [**ALTEL**](http://www.altel.kz/uslugi/rouming)",6777_Роуминг для prepaid абонентов
106,"#3 | Для проверки роуминг-партнера необходимо зайти на [HLR](https://apps.tele2.kz/hlrinfo/main.xhtml). После ввода номера обращаем внимание на VLR, в нем и указан оператор, к которому подключился клиент:   ![](/sites/default/files/isokm/1234_2.jpg) | | #4 | IMSI, на которых в роуминге (страны Северной и Южной Америки) могут быть проблемы (нет регистрации в сети, нет входящих/исходящих звонков и SMS, нет интернета).   40177004ХХХХХХХ  40177005ХХХХХХХ  40177007ХХХХХХХ  Проблема связана с несовместимостью настроек сетей роуминг-партнёров. Если у клиента IMSI из списка ниже, то перед поездкой в роуминг необходимо произвести замену SIM-карты.",6777_Роуминг для prepaid абонентов
107,"**ВАЖНО** | **С  5 июля** у клиентов, со старым IMSI 40107 будет **отключена услуга Роуминг** (ввиду периодических проблем возникающих с данным IMSI в роуминге).   Клиенту рекомендуется заменить свою старую SIM на новую.  Если клиент в роуминге, клиент может перевыпустить eSIM и пользоваться услугой Роуминга. | | ",6777_Роуминг для prepaid абонентов
108,"#6 | **Важный момент по роумингу в Турции!**  ● если вы привезли в Турцию телефон или планшет, которыё купили в другой стране, и установили в устройство турецкую SIM-карту, то эти мобильные устройства необходимо зарегистрировать в течение 120 дней. Отсчёт начинается с момента, как вы впервые установили SIM-карту в смартфон.  ● если не зарегистрировать устройство, связь и доступ в интернет будут заблокированы, однако, SIM-карта другой страны в роуминге и Wi-Fi будут работать как обычно.  ● если клиент находится в Турции больше определенного периода времени (несколько месяцев), то абонентский номер блокируется, т.к. необходимо пройти обязательную регистрацию устройства согласно турецкому законодательству.",6777_Роуминг для prepaid абонентов
109,"**Как зарегистрировать иностранный телефон в Турции?**  **1.** Получите логин и пароль для доступа в E-Delvet (местные госуслуги) Нужно прийти в любое отделение почты с загранпаспортом и икаметом, чтобы получить логин и пароль к местным госуслугам (сервису E-Devlet).  **2.** Оплатите пошлины в налоговой Следующим шагом нужно сходить в налоговую (туда, где получали налоговый номер для ВНЖ) и оплатить пошлину. С собой взять доступ к e-devlet, икамет, паспорт и телефон.  **3.** Зарегистрировать устройство. Можно обратиться в ближайший Салон связи Turk Telekom, Vodafone или любой другой и попросить работников помочь с регистрацией IMEI. | | **Отправка SMS** | **Отправка SMS на короткие номера из роуминга недоступна.**  **Например отправка SMS на номер 1414 и другие** | |",6777_Роуминг для prepaid абонентов
110,"Заблокированные для использования в Австралии устройства** |  | | --- | | ![](https://km.tele2.kz/sites/default/files/isokm/iconskm_9.svg) В связи с новыми правилами, применяемыми к смартфонам, операторы связи в Австралии обязаны блокировать доступ к сети устройствам, которые не могут совершать исходящие звонки на экстренный номер 000 с помощью сетей 4G/5G.  ![](https://km.tele2.kz/sites/default/files/isokm/iconskm_9.svg) Список смартфонов, попадающих под блокировку:    ● Sony Xperia (все импортированные/несертифицированные модели);    ● ASUS Zenfone и ROG series;    ● Xiaomi Redmi и Mi series (все импортированные модели);    ● Oppo (определенные импортированные модели);    ● OnePlus (все импортированные модели).  ![](https://km.tele2.kz/sites/default/files/isokm/iconskm_9.svg)",6777_Роуминг для prepaid абонентов
111,"Проверить, поддерживает ли устройство работу в сетях мобильных операторов Австралии после отключения 3G, можно по IMEI на официальном сайте AMTA: [https://amta.org.au/3g-closure-old/check-my-device/](https://amta.org.au/3g-closure-old/check-my-device/ ""https://amta.org.au/3g-closure-old/check-my-device/"") . | |
| **![](/sites/default/files/isokm/information.svg)",6777_Роуминг для prepaid абонентов
112,"SMS-информирование клиентов на 2 (второй) день пребывания на территории Республики Узбекистан** |  | | --- | | ![](/sites/default/files/isokm/uzimei.svg) | | Наши клиенты, которые по прибытию в Узбекистан приобретают SIM-карту мобильных операторов Узбекистана могут остаться без услуг роуминга, т.к. на территории страны действует **постановление об обязательной IMEI-регистрации устройств от 31.12.2020 *[№ 828 «Положение о порядке регистрации мобильных устройств и обязательной IMEI регистрации».](https://www.norma.uz/novoe_v_zakonodatelstve/chto_izmenilos_v_poryadke_registracii_imei-koda#:~:text=%D0%9A%D0%B0%D0%B1%D0%B8%D0%BD%D0%B5%D1%82%20%D0%9C%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%BE%D0%B2%20%D0%BF%D1%80%D0%B8%D0%BD%D1%8F%D0%BB%20%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%BE%D1%82,%D0%BF%D0%BE%D0%BB%D1%8C%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D1%82%D0%B5%D1%80%D1%80%D0%B8%D1%82%D0%BE%D1%80%D0%B8%D0%B8%20%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B8%20%D0%A3%D0%B7%D0%B1%D0%B5%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD%C2%BB.)",6777_Роуминг для prepaid абонентов
113,"Для исключения вероятности наших клиентов остаться без мобильной связи мы будем отправлять информационные SMS на 2 (второй) и 7 (седьмой) день пребывания на территории Узбекистана. | | **RUS:** Обратите внимание, если Вы активируете на своем телефоне местную SIM-карту, роуминг на вашем казахстанском номере в Узбекистане заблокируется и сервисы будут недоступны. Подробнее: ***<https://uzimei.uz/>*** | | **KAZ:** Назар аударыңыз, егер Сіз телефоныңызда жергілікті SIM-картаны іске қоссаңыз, Қазақстандық нөміріңіздегі роуминг Өзбекстанда бұғатталып қалады және сервистер қолжетімсіз болады. Толығырақ ***<https://uzimei.uz/>*** сайтында.",6777_Роуминг для prepaid абонентов
114,"****SMS-информирование абонентов на приграничных территориях с 01.09.2021** |  |  | | --- | --- | | **С 01.09.2021 запущена услуга по SMS-информированию клиентов,**  **находящихся на приграничных территориях.**          Подробная информация в статье **[«](https://km.tele2.kz/fact/7813 ""Кликни, чтобы открыть статью в новой вкладке!"")[Отключение услуги «Международный роуминг» и SMS-информирование клиентов на приграничных территориях»](https://km.tele2.kz/fact/7813 ""Кликни, чтобы открыть статью в новой вкладке!"")** ",6777_Роуминг для prepaid абонентов
115,"Цель услуги – ограничить наших клиентов от непредвиденного использования услуг связи в роуминге на приграничных территориях.          Услуга роуминга будет отключаться для «новых» клиентов, если с момента даты активации не прошло 10 минут. Если прошло больше 10 минут, то клиент информируется о нахождении на приграничной территории и право выбора по отключению услуги роуминг предоставляется клиенту.          Клиент может отказаться от SMS-рассылки или продолжать получать ее путем регулирования услуги в Мобильном Приложении — **«Отказ от SMS рассылки»**.",6777_Роуминг для prepaid абонентов
116,"Особые виды роуминга на борту самолетов «Aeromobile» / в морских путешествиях WMS Maritime / Epic Communication****в роуминге на борту самолетов и в морских путешествиях пакеты не работают** |  |  | | --- | --- | | Название | **AeroMobile** | | Описание | Услуга роуминг предоставляется на борту самолетов и в морских путешествиях (на круизных лайнерах, паромах и т.д.) | | Тип | особые виды роуминга | | Адрес сайта | [www.aeromobile.net](https://www.aeromobile.net/ ""Кликни, чтобы открыть в новой вкладке!"") | | Информация с официального сайта | ![](/sites/default/files/isokm/km_link_gif.gif)",6777_Роуминг для prepaid абонентов
117,"Показать информацию **БОРТОВАЯ СЕТЬ AEROMOBILE.** Мы используем спутниковые технологии, чтобы пассажиры могли пользоваться своими мобильными телефонами на борту подключенного самолета.  **КАК ЭТО РАБОТАЕТ?** Когда вы выводите свой мобильный телефон из «Авиарежима», его сигнал передается с антенны самолета через спутник в наземную сеть AeroMobile. Наземная сеть использует уникальный номер вашей SIM-карты, чтобы подтвердить, что ваш оператор мобильной сети имеет соглашение о роуминге с AeroMobile. После подтверждения вы готовы к электронной почте, просмотру веб-страниц, текстовым сообщениям и звонкам так же, как и на земле. Кабинетный экипаж может управлять услугами мобильной связи с той же бортовой панели управления, которая управляет IFE и освещением.",6777_Роуминг для prepaid абонентов
118," **СКОЛЬКО ЭТО СТОИТ?** При использовании сети AeroMobile во время полета будут применяться тарифы на международный роуминг.  Цены всегда устанавливаются вашим оператором мобильной сети и будут различаться для разных операторов мобильной связи. Эти платежи будут выставлены вам непосредственно вашим оператором мобильной связи. Бортовая сеть AeroMobile доступна не на всех рейсах.  Чтобы проверить, можете ли вы получить доступ к этой услуге, вам необходимо убедиться, что на вашем устройстве включен роуминг и ваш оператор мобильной сети поддерживается в сети AeroMobile.",6777_Роуминг для prepaid абонентов
119,"Стоимость использования услуги «Аэромобайл» в полете устанавливается вашим оператором мобильной связи. Применяются тарифы на международный роуминг. | | Отображение | на борту самолётов:  ![](/sites/default/files/isokm/iconskm_9.svg) **AeroMobile AS (NORAM), 901 14** | | Видеоролик |  | | Подключение | не требуется | | Отключение | не требуется | | Входящие вызовы | 1590 тенге / мин | | Исходящие вызовы в Казахстан | 1590 тенге / мин | | Исходящие вызовы в другие страны | 1590 тенге / мин | | Мобильный интернет | 4190 тенге / МБ | | Исходящие SMS | 119₸тенге / SMS | |",6777_Роуминг для prepaid абонентов
120,"**#** | **Подключение** | **Отключение** | **Правила набора номера** | **Способы пополнения баланса** | **Бесплатный  звонок** | **Шаг округления** |
| **Tele2** | USSD: \*125\*1#,  а также в ЛК, МП и офисах продаж | USSD: \*125\*2# | Camel: + код страны (код оператора или города) номер абонента | Онлайн-оплата;  Карты пополнения баланса;  С помощью банковской карты;  Услуги **[«Пополни мой счет»](https://km.tele2.kz/fact/145 ""Кликни, чтобы открыть в новой вкладке!"")**, **[«Мобильный перевод»](https://km.tele2.kz/fact/120 ""Кликни, чтобы открыть в новой вкладке!"")** и/или **[«Доверительный платеж»](https://km.tele2.kz/fact/3406 ""Кликни, чтобы открыть в новой вкладке!"")** | **+77070000707**  (звонок на 611 платный) | Голосовые вызовы:  **10 секунд**  Интернет трафик:  **1 KB (килобайт)** |",6777_Роуминг для prepaid абонентов
121,"**ALTEL** | USSD: \*125\*1#,  а также в ЛК, МП и офисах продаж | USSD: \*125\*2# | + код страны (префикс сети оператора или код города) номер абонента | Личный кабинет;  Карты пополнения баланса;  С помощью банковской карты;  Услуги **[«Пополни мой счет»](https://km.tele2.kz/fact/145 ""Кликни, чтобы открыть в новой вкладке!"")**, **[«Мобильная помощь»](https://km.tele2.kz/fact/120 ""Кликни, чтобы открыть в новой вкладке!"")** и/или **[«Доверительный платеж»](https://km.tele2.kz/fact/3406 ""Кликни, чтобы открыть в новой вкладке!"")**. | **+77008000880**  (звонок на 611 платный) |",6777_Роуминг для prepaid абонентов
122,"**Что такое Camel?** (Customised Applications for Mobile networks Enhanced Logic) — вид роуминга, который позволяет клиенту предоплаченной связи пользоваться за границей роумингом при любом положительном балансе не счету. CAMEL-роуминг предусматривает прямой набор номеров без использования дополнительных сервисных кодов. ",6777_Роуминг для prepaid абонентов
123,"**Что такое CallBack?** — телефонная услуга, позволяющая клиенту заказать соединение с нужным абонентом таким образом, чтобы звонок был входящим для них обоих. После совершения вызова клиент получит sms-сообщение с информацией о том, что его заявка принята. Через несколько секунд клиенту поступит звонок, на который ему следует ответить. После его ответа произойдет соединение с вызываемым абонентом.    **Как выбрать роуминг партнера?** Если подключение к сети зарубежного оператора не произошло автоматически, необходимо вручную в настройках телефона выбрать рекомендуемого оператора.",6777_Роуминг для prepaid абонентов
124,"**Как подключить роуминг корпоративным клиентам?** Предоставить письмо на фирменном бланке организации, заверенное подписью уполномоченного лица и печатью организации.    **Работает ли раздача интернета в роуминге?** Да.    **ВАЖНО!** Не все роуминг-партнеры поддерживают услугу с устаревшей SIM-картой. Если у абонента SIM старого образца, необходимо произвести замену на новую. Новые SIM-карты содержат следующие начальные цифры идентификационных номеров:  |  |  | | --- | --- | | **Оператор** | ",6777_Роуминг для prepaid абонентов
125,"**Идентификационный номер (новые SIM)** | | Tele2 | 899977771113  89997778002 | | ALTEL | 899970761113  899970771113  89997078003 |  Проверить поддерживает ли SIM клиента услугу роуминг можно на официальном сайте ([**Tele2**](https://www.tele2.kz/private/services/rouming/roaming) или **[ALTEL](https://www.altel.kz/uslugi/rouming)**) или в мобильном приложении | | | | | | |
| |  |  |  | | --- | --- | --- | | Страны, где VoLTE должна быть подключена в смартфоне  для доступа к голосовым сервисам | | | | Сингапур | | | | | | | | | |

Для поиска воспользуйся сочетанием клавиш **Ctrl+F** и введи страну, которая тебя интересует

(\*входящие SMS в роуминге бесплатные).",6777_Роуминг для prepaid абонентов
126,"Страна | | | Все исходящие вызовы  (за минуту) | Все входящие вызовы  (за минуту) | Исходящее SMS    (за штуку) | Интернет    (за МБ) | Партнёры | | ![](/sites/default/files/isokm/icons_qna_1.svg)Важная информация! Клиентам в роуминге ***доступны для подключения только сети операторов-партнёров***, с которыми у Компании заключён договор и открыты сети с технической стороны. ***У клиента не может отображаться сеть, которая фактически недоступна.*** ",6777_Роуминг для prepaid абонентов
127,"В случае обращений клиентов, когда роуминг не проходит в той или иной сети — необходимо обрабатывать обращения согласно текущей процедуре, и уже технический специалист будет разбираться с проблемной ситуацией.  **Стандартный ответ:**  ![](/sites/default/files/isokm/km_rus_altel.svg)Спасибо за обращение к нам! Мы ежедневно работаем над улучшением предоставляемого сервиса — ***нет необходимости выбирать вручную «более приоритетного» оператора в роуминге!*** Роуминг за границей действует без разбивки на операторов-партнеров!       ![](/sites/default/files/isokm/km_kaz_altel.svg)Бізге хабарласқаныңыз үшін рахмет! Біз күн сайын ұсынылатын қызметті жақсарту үшін жұмыс жасаймыз — ***роумингте операторды қолма-қол таңдаудың қажеті жоқ!*** Шетелде Роуминг қызметі серіктес операторларға бөлінбестен әрекет етеді!",6777_Роуминг для prepaid абонентов
128,"Австралия  **(недоступны голосовые сервисы)** | 390₸ | 390₸ | 69₸ | 99₸ | Optus vodafone  Telstra  vodafone | | Австрия | 290₸ | 290₸ | 69₸ | 99₸ | Hutchison Drei Austria Magenta-T | | Азербайджан | 290₸ | 290₸ | 69₸ | 99₸ | Bakcell Azercell | | Албания | 290₸ | 290₸ | 69₸ | 99₸ | vodafone | | Алжир | 290₸ | 290₸ | 69₸ |  | ATM Mobilis| mobilis | | Антарктида Станция ""Прогресс"" | 290₸ | 290₸ | 69₸ | 99₸ | МТС | | Антарктида Villa las Estrelas | 390₸ | 390₸ | 69₸ | 99₸ | Entel | | Аргентина | 390₸ | 390₸ | 69₸ | 99₸ | Telecom Argentina  Claro AR | | Армения | 290₸ | 290₸ | 69₸ | 99₸ | VIVA MTS Ucom | | Афганистан  **(Доступ в интернет блокирован с 01.07.2024)** | 290₸ | 290₸ | 69₸ | 99₸ | Telecom Development (Roshan) | | Бахрейн | 290₸ | 290₸ | 69₸ | 99₸ | Batelco | | Беларусь | 290₸ | 290₸ | 69₸ | 99₸ | MTS Life | | Бельгия | 290₸ | 290₸ | 69₸ | 99₸ | Orange  Telenet | | Болгария | 290₸ | 290₸ | 69₸ | 99₸ | VIVACOM (Telemach) | |",6777_Роуминг для prepaid абонентов
129,Босния и Герцеговина | 290₸ | 290₸ | 69₸ | 99₸ | bhT | | Бразилия | 390₸ | 390₸ | 69₸ | 99₸ | Claro | | Буркина Фасо | 390₸ | 390₸ | 69₸ | 99₸ | Onatel интернет заблокирован | | Великобритания | 290₸ | 290₸ | 69₸ | 99₸ | 3 UK (Hutchison) Vodafone | | Венгрия | 290₸ | 290₸ | 69₸ | 99₸ | T-Mobile Vodafone | | Вьетнам  **(недоступны голосовые сервисы)** | 290₸ | 290₸ | 69₸ | 99₸ | Viettel | | Гана | 290₸ | 290₸ | 69₸ | 99₸ | Ghana Telecommunications Company Limited  vodafone | | Германия | 290₸ | 290₸ | 69₸ | 99₸ | vodafone T-Mobile | | Гернси | 390₸ | 390₸ | 69₸ | 99₸ | Sure | | Гонконг | 290₸ | 290₸ | 69₸ | 99₸ | csl SMC HK (SmarTone) | | Греция | 290₸ | 290₸ | 69₸ | 99₸ | COSMOTE Vodafone | | ,6777_Роуминг для prepaid абонентов
130,Грузия | 290₸ | 290₸ | 69₸ | 99₸ | SILKNET MAGTI | | Дания | 290₸ | 290₸ | 69₸ | 99₸ | nuuday 3 DK | | Джерси | 390₸ | 390₸ | 69₸ | 99₸ | Sure | | Египет | 290₸ | 290₸ | 69₸ | 99₸ | Orange  Vodafone | | Израиль | 290₸ | 290₸ | 69₸ | 99₸ | orange pelephone | | Индия | 290₸ | 290₸ | 69₸ | 99₸ | Airtel Vodafone | | Индонезия  **(на Бали недоступны все сервисы 29.03.2025 - 30.03.2025)** | 290₸ | 290₸ | 69₸ | 99₸ | Axiata (XL) | | Иордания  **(недоступны голосовые сервисы)** | 290₸ | 290₸ | 69₸ | 99₸ | umniah | | Ирак | 290₸ | 290₸ | 69₸ | 99₸ | Asiacell | | Иран  **(Доступ в интернет блокирован с 01.07.2024)** | 290₸ | 290₸ | 69₸ | 99₸ | MTN Irancell  Rightel | | ,6777_Роуминг для prepaid абонентов
131,"Ирландия | 290₸ | 290₸ | 69₸ | 99₸ | Vodafone Meteor (Salt) | | Исландия | 290₸ | 290₸ | 69₸ | 99₸ | NOVA | | Испания | 290₸ | 290₸ | 69₸ | 99₸ | Vodafone Orange | | Италия | 290₸ | 290₸ | 69₸ | 99₸ | vodafone Iliad Italy  Telecom Italia/TIM | | Камбоджа | 290₸ | 290₸ | 69₸ | 99₸ | metfone | | Канада | 390₸ | 390₸ | 69₸ | 99₸ | Bell Rogers TELUS Vidéotron | | Катар | 290₸ | 290₸ | 69₸ | 99₸ | ooredoo vodafone | | Кения | 390₸ | 390₸ | 69₸ | 99₸ | Telcom Kenya интернет заблокирован | | Кипр | 290₸ | 290₸ | 69₸ | 99₸ | epic | | Китай | 290₸ | 290₸ | 69₸ | 99₸ | China Mobile Сhina Telecom (только интернет, звонки не доступны) China unicom | | Колумбия |  |  |  |  | Colombia Móvil все сервисы роуминга недоступны | | ",6777_Роуминг для prepaid абонентов
132,Корея | 290₸ | 290₸ | 69₸ | 99₸ | KT SK Telecom | | Косово | 390₸ | 390₸ | 69₸ | 99₸ | Vala Kosovo MC IPKO Telecommunications LLC |  |  | | Косово | 290₸ | 290₸ | 69₸ | 99₸ | IPKO Telecommunications LLC | | Кувейт | 290₸ | 290₸ | 69₸ | 99₸ | zain | | Кыргызстан | 290₸ | 290₸ | 69₸ | 99₸ | Megacom O! | | Лаос | 290₸ | 290₸ | 69₸ | 99₸ | Star Telecom (STL) интернет заблокирован | | Латвия | 290₸ | 290₸ | 69₸ | 99₸ | Tele2 | | Литва | 290₸ | 290₸ | 69₸ | 99₸ | Tele2 | | Лихтенштейн | 290₸ | 290₸ | 69₸ | 99₸ | Salt | | Люксембург | 290₸ | 290₸ | 69₸ | 99₸ | POST Luxembourg Orange | | Маврикий | 1 590₸ | 1 590₸ | 119₸ | 4 190₸ | Cellplus интернет заблокирован | | Мавритания | 1 590₸ | 1 590₸ | 119₸ | 4 190₸ | Mattel интернет заблокирован ,6777_Роуминг для prepaid абонентов
133,Макао | 290₸ | 290₸ | 69₸ | 99₸ | CTM | | Малайзия | 290₸ | 290₸ | 69₸ | 99₸ | Maxis digi | | Мальдивы**(новые стандартные тарифы действуют с 24.04)** | 1 590₸ | 1 590₸ | 119₸ | 4 190₸ | Dhiraagu интернет заблокирован | | Мальта | 290₸ | 290₸ | 69₸ | 99₸ | Epic (Vodafone) | | Марокко | 390₸ | 390₸ | 69₸ | 99₸ | Maroc Telecom интернет заблокирован | | Мексика | 390₸ | 390₸ | 69₸ | 99₸ | telcel | | Молдавия | 290₸ | 290₸ | 69₸ | 99₸ | Moldtelecom Orange Moldova | | Монако | 1 590₸ | 1 590₸ | 119₸ | 4 190₸ | MonacoTeleco интернет заблокирован | | Монголия | 390₸ | 390₸ | 69₸ | 99₸ | UNITEL | | Мьянма | 290₸ | 290₸ | 69₸ | 99₸ | Myanma Posts and Telecommunications (MPT) | | ,6777_Роуминг для prepaid абонентов
134,Нидерланды | 290₸ | 290₸ | 69₸ | 99₸ | vodafone | | Новая Зеландия | 390₸ | 390₸ | 69₸ | 99₸ | vodafone 2° (2 degrees) Spark | | Норвегия | 290₸ | 290₸ | 69₸ | 99₸ | Telenor | | Объединённые Арабские Эмираты | 290₸ | 290₸ | 69₸ | 99₸ | DU Etisalat | | Оман | 290₸ | 290₸ | 69₸ | 99₸ | Omantel  Ooredoo | | Остров Мэн | 390₸ | 390₸ | 69₸ | 99₸ | Sure | | Пакистан | 290₸ | 290₸ | 69₸ | 99₸ | telenor | | Парагвай | 390₸ | 390₸ | 69₸ | 99₸ | Nucleo | | Перу | 1 590₸ | 1 590₸ | 119₸ | 4 190₸ | Entel интернет заблокирован | | Польша | 290₸ | 290₸ | 69₸ | 99₸ | Orange Play | | Португалия | 290₸ | 290₸ | 69₸ | 99₸ | Vodafone | | ,6777_Роуминг для prepaid абонентов
135,Пуэрто-Рико | 390₸ | 390₸ | 69₸ | 99₸ | Claro | | Россия | 290₸ | 290₸ | 69₸ | 99₸ | Tele2  MTC  Мегафон    Beeline | | Румыния | 290₸ | 290₸ | 69₸ | 99₸ | Vodafone Orange Digi | | Саудовская Аравия | 290₸ | 290₸ | 69₸ | 99₸ | ZAIN STC | | Северный Кипр | 290₸ | 290₸ | 69₸ | 99₸ | Turkcell  Vodafone | | Сейшелы | 390₸ | 390₸ | 69₸ | 69₸ | Cable and Wireless интернет заблокирован | | Сербия | 290₸ | 290₸ | 69₸ | 99₸ | telekom Srbija | | Сингапур  **(недоступны голосовые сервисы)** | 290₸ | 290₸ | 69₸ | 99₸ | M1 StarHub | | Словакия | 290₸ | 290₸ | 69₸ | 99₸ | Telekom | | Словения | 290₸ | 290₸ | 69₸ | 99₸ | Telemach | | Соединённые Штаты Америки  **(недоступны голосовые сервисы)** | 390₸ | 390₸ | 69₸ | 99₸ | AT&T закрыт с 29.08.2024  T-Mobile Limitless Mobile (точечное покрытие только в штате Пенсильвания),6777_Роуминг для prepaid абонентов
136,Соломоновы Острова | 1 590₸ | 1 590₸ | 119₸ | 4 190₸ | Bemobile интернет заблокирован | | Таджикистан | 290₸ | 290₸ | 69₸ | 99₸ | TT Mobile  Tcell  ZET-Mobile | | Таиланд | 290₸ | 290₸ | 69₸ | 99₸ | AIS truemove dtac | | Тайвань  **(недоступны голосовые сервисы)** | 290₸ | 290₸ | 69₸ | 99₸ | Chunghwa Telecom | | Турция | 290₸ | 290₸ | 69₸ | 99₸ | Türk Telekom TURKCELL vodafone | | Узбекистан | 290₸ | 290₸ | 69₸ | 99₸ | UZMOBILE Ucell  Beeline | | Украина | 290₸ | 290₸ | 69₸ | 99₸ | Lifecell Vodafone | | Уругвай | 390₸ | 390₸ | 69₸ | 69₸ | Antel | | Фиджи | 390₸ | 390₸ | 69₸ | 99₸ | vodafone интернет заблокирован | | ,6777_Роуминг для prepaid абонентов
137,Филиппины | 290₸ | 290₸ | 69₸ | 99₸ | Globe | | Финляндия | 290₸ | 290₸ | 69₸ | 99₸ | elisa DNA | | Франция | 290₸ | 290₸ | 69₸ | 99₸ | orange free Bouygues Telecom | | Французкая Полинезия | 390₸ | 390₸ | 69₸ | 99₸ | Pacific Mobile Telecom интернет заблокирован | | Хорватия | 390₸ | 390₸ | 69₸ | 99₸ | telemach  Croatian Telecom | | Черногория | 290₸ | 290₸ | 69₸ | 99₸ | Mtel | | Чехия | 290₸ | 290₸ | 69₸ | 99₸ | Vodafone T-Mobile | | Чили | 390₸ | 390₸ | 69₸ | 99₸ | Entel | | Швейцария | 290₸ | 290₸ | 69₸ | 99₸ | Swisscom Salt Sunrise | | Швеция | 290₸ | 290₸ | 69₸ | 99₸ | 3 SE Tele2 | | Шри-Ланка | 290₸ | 290₸ | 69₸ | 99₸ | Mobitel hutch | | Эстония | 290₸ | 290₸ | 69₸ | 99₸ | Tele2 | | ,6777_Роуминг для prepaid абонентов
138,Южно-Африканская Республика | 290₸ | 290₸ | 69₸ | 99₸ | vodafone | | Япония | 290₸ | 290₸ | 69₸ | 99₸ | NTT docomo SoftBank | | Антигуа и Барбуда | 1590₸ | 1590₸ | 119₸ | 4190₸ | Antigua Wireless Ventures Limited  интернет заблокирован | | Монтсеррат | 1590₸ | 1590₸ | 119₸ | 4190₸ | Caribbean Cable Communications (Montserrat) Limited интернет заблокирован | | Барбадос | 1590₸ | 1590₸ | 119₸ | 4190₸ | Digicel (Barbados) Limited интернет заблокирован | | Доминика | 1590₸ | 1590₸ | 119₸ | 4190₸ | Digicel (Dominica) Limited интернет заблокирован | | Гренада | 1590₸ | 1590₸ | 119₸ | 4190₸ | Digicel (Grenada) Limited  интернет заблокирован | | Ямайка | 1590₸ | 1590₸ | 119₸ | 4190₸ | Digicel (Jamaica) Limited интернет заблокирован | | Сент-Люсия | 1590₸ | 1590₸ | 119₸ | 4190₸ | Digicel (St. Lucia) Limited интернет заблокирован | |,6777_Роуминг для prepaid абонентов
